Unfurnished,Semi-Furnished,Furnished,Furnishing,Area_sqft,Price,BHK
0,1,0,Semi-Furnished,1120,77,2
1,0,0,Unfurnished,1125,77,2
1,0,0,Unfurnished,1156,77,2
1,0,0,Unfurnished,730,77,2
1,0,0,Unfurnished,730,77,2
1,0,0,Unfurnished,732,77,2
1,0,0,Unfurnished,750,77,2
1,0,0,Unfurnished,775,77,2
1,0,0,Unfurnished,778,77,2
1,0,0,Unfurnished,778,77,2
1,0,0,Unfurnished,778,77,2
1,0,0,Unfurnished,786,77,2
0,1,0,Semi-Furnished,800,77,2
0,1,0,Semi-Furnished,845,77.4,2
1,0,0,Unfurnished,891,77.4,2
1,0,0,Unfurnished,1156,77.8,2
1,0,0,Unfurnished,1156,77.8,2
1,0,0,Unfurnished,1050,78,2
1,0,0,Unfurnished,1125,78,2
1,0,0,Unfurnished,1166,78,2
0,0,1,Furnished,680,78,2
1,0,0,Unfurnished,700,78,2
1,0,0,Unfurnished,700,78,2
1,0,0,Unfurnished,730,78,2
1,0,0,Unfurnished,733,78,2
0,1,0,Semi-Furnished,750,78,2
0,1,0,Semi-Furnished,760,78,2
1,0,0,Unfurnished,771,78,2
1,0,0,Unfurnished,778,78,2
1,0,0,Unfurnished,800,78,2
0,1,0,Semi-Furnished,804,78,2
1,0,0,Unfurnished,820,78,2
1,0,0,Unfurnished,821,78,2
1,0,0,Unfurnished,821,78,2
1,0,0,Unfurnished,840,78,2
0,1,0,Semi-Furnished,851,78,3
1,0,0,Unfurnished,935,78,2
1,0,0,Unfurnished,1041,78.2,2
1,0,0,Unfurnished,1050,78.3,3
1,0,0,Unfurnished,760,78.5,2
1,0,0,Unfurnished,820,78.5,2
1,0,0,Unfurnished,1040,79,2
1,0,0,Unfurnished,1125,79,2
1,0,0,Unfurnished,1156,79,2
1,0,0,Unfurnished,755,79,2
1,0,0,Unfurnished,786,79,2
1,0,0,Unfurnished,800,79,2
1,0,0,Unfurnished,800,79,2
1,0,0,Unfurnished,800,79,2
1,0,0,Unfurnished,805,79,2
0,1,0,Semi-Furnished,850,79,2
1,0,0,Unfurnished,814,79.1,2
0,1,0,Semi-Furnished,804,79.5,2
1,0,0,Unfurnished,710,79.7,2
1,0,0,Unfurnished,900,79.9,2
1,0,0,Unfurnished,1020,80,2
1,0,0,Unfurnished,705,80,2
1,0,0,Unfurnished,714,80,2
0,1,0,Semi-Furnished,720,80,2
1,0,0,Unfurnished,730,80,2
1,0,0,Unfurnished,730,80,2
1,0,0,Unfurnished,730,80,2
1,0,0,Unfurnished,750,80,2
1,0,0,Unfurnished,750,80,2
1,0,0,Unfurnished,750,80,2
1,0,0,Unfurnished,755,80,2
0,1,0,Semi-Furnished,759,80,2
1,0,0,Unfurnished,760,80,2
1,0,0,Unfurnished,764,80,2
1,0,0,Unfurnished,765,80,2
1,0,0,Unfurnished,766,80,2
1,0,0,Unfurnished,766,80,2
1,0,0,Unfurnished,778,80,2
1,0,0,Unfurnished,778,80,2
1,0,0,Unfurnished,780,80,2
1,0,0,Unfurnished,780,80,2
1,0,0,Unfurnished,783,80,2
1,0,0,Unfurnished,783,80,2
1,0,0,Unfurnished,800,80,2
1,0,0,Unfurnished,805,80,2
1,0,0,Unfurnished,809,80,2
1,0,0,Unfurnished,809,80,2
1,0,0,Unfurnished,828,80,2
1,0,0,Unfurnished,840,80,2
1,0,0,Unfurnished,922,80,2
0,1,0,Semi-Furnished,930,80,2
1,0,0,Unfurnished,690,81,2
1,0,0,Unfurnished,726,81,2
1,0,0,Unfurnished,741,81,2
1,0,0,Unfurnished,780,81,2
1,0,0,Unfurnished,805,81,2
1,0,0,Unfurnished,816,81,2
1,0,0,Unfurnished,850,81,3
1,0,0,Unfurnished,874,81,2
1,0,0,Unfurnished,722,81.1,2
1,0,0,Unfurnished,816,81.9,2
1,0,0,Unfurnished,950,81.9,2
0,1,0,Semi-Furnished,1335,82,2
1,0,0,Unfurnished,1396,82,2
1,0,0,Unfurnished,730,82,2
1,0,0,Unfurnished,749,82,2
1,0,0,Unfurnished,750,82,2
1,0,0,Unfurnished,750,82,2
1,0,0,Unfurnished,778,82,2
1,0,0,Unfurnished,780,82,2
1,0,0,Unfurnished,821,82,2
1,0,0,Unfurnished,850,82,2
1,0,0,Unfurnished,875,82,2
1,0,0,Unfurnished,950,82,3
1,0,0,Unfurnished,823,82.3,2
1,0,0,Unfurnished,785,82.5,2
0,1,0,Semi-Furnished,855,82.5,2
0,0,1,Furnished,751,82.7,2
0,1,0,Semi-Furnished,800,82.7,2
0,0,1,Furnished,780,82.8,2
1,0,0,Unfurnished,835,82.8,2
1,0,0,Unfurnished,940,82.8,2
0,1,0,Semi-Furnished,733,83,2
1,0,0,Unfurnished,735,83,2
0,1,0,Semi-Furnished,750,83,2
1,0,0,Unfurnished,851,83,3
1,0,0,Unfurnished,880,83,2
0,1,0,Semi-Furnished,882,83,2
1,0,0,Unfurnished,925,83,2
0,1,0,Semi-Furnished,975,83,2
1,0,0,Unfurnished,720,84,2
1,0,0,Unfurnished,740,84,2
1,0,0,Unfurnished,749,84,2
1,0,0,Unfurnished,772,84,2
1,0,0,Unfurnished,785,84,2
1,0,0,Unfurnished,821,84,2
1,0,0,Unfurnished,821,84,2
0,1,0,Semi-Furnished,890,84,2
1,0,0,Unfurnished,900,84,3
0,1,0,Semi-Furnished,930,84,2
0,1,0,Semi-Furnished,1410,84.6,3
1,0,0,Unfurnished,950,84.6,2
0,1,0,Semi-Furnished,1042,85,2
0,1,0,Semi-Furnished,1050,85,2
1,0,0,Unfurnished,1084,85,2
1,0,0,Unfurnished,1100,85,2
1,0,0,Unfurnished,1120,85,2
0,1,0,Semi-Furnished,1131,85,2
1,0,0,Unfurnished,1150,85,2
0,1,0,Semi-Furnished,1435,85,3
0,1,0,Semi-Furnished,700,85,2
1,0,0,Unfurnished,700,85,2
1,0,0,Unfurnished,710,85,2
0,0,1,Furnished,720,85,2
1,0,0,Unfurnished,720,85,2
1,0,0,Unfurnished,730,85,2
1,0,0,Unfurnished,740,85,2
1,0,0,Unfurnished,755,85,2
1,0,0,Unfurnished,760,85,2
1,0,0,Unfurnished,765,85,2
1,0,0,Unfurnished,778,85,2
0,1,0,Semi-Furnished,780,85,2
1,0,0,Unfurnished,792,85,2
1,0,0,Unfurnished,800,85,2
1,0,0,Unfurnished,800,85,2
1,0,0,Unfurnished,800,85,2
1,0,0,Unfurnished,809,85,2
1,0,0,Unfurnished,810,85,2
1,0,0,Unfurnished,820,85,3
0,1,0,Semi-Furnished,821,85,2
1,0,0,Unfurnished,840,85,2
1,0,0,Unfurnished,841,85,2
1,0,0,Unfurnished,841,85,2
1,0,0,Unfurnished,850,85,2
1,0,0,Unfurnished,850,85,2
0,1,0,Semi-Furnished,850,85,2
1,0,0,Unfurnished,875,85,2
0,1,0,Semi-Furnished,880,85,2
0,1,0,Semi-Furnished,936,85,2
1,0,0,Unfurnished,950,85,2
0,0,1,Furnished,980,85,3
0,1,0,Semi-Furnished,860,85.5,2
0,0,1,Furnished,1300,86,2
1,0,0,Unfurnished,690,86,2
0,1,0,Semi-Furnished,790,86,2
1,0,0,Unfurnished,825,86,2
1,0,0,Unfurnished,830,86,2
1,0,0,Unfurnished,840,86,2
1,0,0,Unfurnished,850,86,2
1,0,0,Unfurnished,850,86,2
1,0,0,Unfurnished,979,86,3
0,1,0,Semi-Furnished,838,86.5,2
1,0,0,Unfurnished,809,87,2
1,0,0,Unfurnished,809,87,2
0,1,0,Semi-Furnished,821,87,2
1,0,0,Unfurnished,840,87,2
1,0,0,Unfurnished,845,87,2
1,0,0,Unfurnished,850,87,2
0,0,1,Furnished,1085,87.4,2
1,0,0,Unfurnished,834,87.5,2
0,0,1,Furnished,1000,88,2
0,1,0,Semi-Furnished,750,88,2
1,0,0,Unfurnished,750,88,2
1,0,0,Unfurnished,795,88,2
1,0,0,Unfurnished,850,88,2
0,1,0,Semi-Furnished,855,88,2
0,1,0,Semi-Furnished,862,88,2
0,1,0,Semi-Furnished,934,88,2
1,0,0,Unfurnished,956,88,2
1,0,0,Unfurnished,1000,88.3,3
1,0,0,Unfurnished,790,89,2
1,0,0,Unfurnished,890,89,2
1,0,0,Unfurnished,900,89,2
1,0,0,Unfurnished,925,89,2
1,0,0,Unfurnished,870,89.5,3
1,0,0,Unfurnished,1500,90,3
1,0,0,Unfurnished,749,90,2
0,1,0,Semi-Furnished,800,90,2
1,0,0,Unfurnished,821,90,2
1,0,0,Unfurnished,841,90,2
1,0,0,Unfurnished,858,90,2
1,0,0,Unfurnished,883,90,3
0,1,0,Semi-Furnished,900,90,2
1,0,0,Unfurnished,900,90,2
0,1,0,Semi-Furnished,900,90,3
1,0,0,Unfurnished,950,90,2
1,0,0,Unfurnished,950,90,3
1,0,0,Unfurnished,976,90,2
1,0,0,Unfurnished,799,91,2
0,1,0,Semi-Furnished,950,91,3
1,0,0,Unfurnished,1150,92,3
1,0,0,Unfurnished,790,92,2
0,0,1,Furnished,800,92,2
1,0,0,Unfurnished,830,92,2
1,0,0,Unfurnished,841,92,2
1,0,0,Unfurnished,900,92,3
0,0,1,Furnished,950,92,2
1,0,0,Unfurnished,980,92,2
1,0,0,Unfurnished,999,92,3
1,0,0,Unfurnished,1013,93,2
1,0,0,Unfurnished,1085,93,2
0,1,0,Semi-Furnished,1024,94,3
1,0,0,Unfurnished,1500,94,3
1,0,0,Unfurnished,786,94,2
1,0,0,Unfurnished,920,94,2
1,0,0,Unfurnished,925,94,3
1,0,0,Unfurnished,1000,94.2,3
1,0,0,Unfurnished,950,94.5,3
0,1,0,Semi-Furnished,1032,95,3
0,0,1,Furnished,1080,95,2
1,0,0,Unfurnished,1092,95,3
1,0,0,Unfurnished,1131,95,3
1,0,0,Unfurnished,1254,95,3
1,0,0,Unfurnished,650,95,2
0,0,1,Furnished,800,95,2
1,0,0,Unfurnished,850,95,2
1,0,0,Unfurnished,865,95,3
1,0,0,Unfurnished,874,95,2
1,0,0,Unfurnished,874,95,2
0,0,1,Furnished,900,95,2
0,1,0,Semi-Furnished,900,95,2
0,1,0,Semi-Furnished,920,95,2
1,0,0,Unfurnished,930,95,3
1,0,0,Unfurnished,960,95,2
1,0,0,Unfurnished,1077,95.7,3
0,1,0,Semi-Furnished,1250,96,3
0,1,0,Semi-Furnished,848,96,2
0,1,0,Semi-Furnished,850,96,2
0,1,0,Semi-Furnished,850,96,2
1,0,0,Unfurnished,822,97,2
1,0,0,Unfurnished,851,97,3
1,0,0,Unfurnished,870,97,3
0,1,0,Semi-Furnished,970,97,2
1,0,0,Unfurnished,822,97.4,2
1,0,0,Unfurnished,1100,98,3
1,0,0,Unfurnished,1111,98,3
1,0,0,Unfurnished,1150,98,3
0,1,0,Semi-Furnished,1600,98,3
1,0,0,Unfurnished,750,98,2
1,0,0,Unfurnished,940,98,3
1,0,0,Unfurnished,947,98,2
1,0,0,Unfurnished,988,98,2
1,0,0,Unfurnished,1100,98.5,3
1,0,0,Unfurnished,1041,99,3
1,0,0,Unfurnished,1060,99,3
0,1,0,Semi-Furnished,1250,99,3
0,1,0,Semi-Furnished,1600,99,3
0,1,0,Semi-Furnished,753,99,2
0,1,0,Semi-Furnished,787,99,2
1,0,0,Unfurnished,846,99.5,2
