Unfurnished,Semi-Furnished,Furnished,Furnishing,Area_sqft,Rent,BHK
1,0,0,Unfurnished,1150,45000,3
1,0,0,Unfurnished,1150,45000,3
1,0,0,Unfurnished,1150,36000,2
0,1,0,Semi-Furnished,1150,41000,3
0,1,0,Semi-Furnished,1150,40000,3
0,1,0,Semi-Furnished,1150,40000,2
1,0,0,Unfurnished,1150,32800,2
1,0,0,Unfurnished,1150,37000,2
0,1,0,Semi-Furnished,1150,37000,2
1,0,0,Unfurnished,1160,42000,3
1,0,0,Unfurnished,1174,40000,3
0,1,0,Semi-Furnished,1180,45000,3
0,1,0,Semi-Furnished,1180,48000,3
1,0,0,Unfurnished,1180,46000,3
0,1,0,Semi-Furnished,1183,46000,3
1,0,0,Unfurnished,1198,45000,3
1,0,0,Unfurnished,1200,35000,2
0,0,1,Furnished,1200,30000,2
1,0,0,Unfurnished,1200,45000,3
1,0,0,Unfurnished,1200,45000,3
1,0,0,Unfurnished,1200,45000,3
1,0,0,Unfurnished,1200,45000,3
0,1,0,Semi-Furnished,1200,42000,3
0,1,0,Semi-Furnished,1200,42000,2
0,1,0,Semi-Furnished,1200,42000,3
1,0,0,Unfurnished,1200,42000,3
0,1,0,Semi-Furnished,1200,42000,3
0,1,0,Semi-Furnished,1200,55000,3
1,0,0,Unfurnished,1200,40000,3
0,0,1,Furnished,1200,60000,3
1,0,0,Unfurnished,1200,43000,3
0,0,1,Furnished,1200,50000,3
0,0,1,Furnished,1200,50000,2
1,0,0,Unfurnished,1200,50000,3
0,1,0,Semi-Furnished,1200,44000,3
1,0,0,Unfurnished,1200,44000,3
0,1,0,Semi-Furnished,1200,44000,3
0,1,0,Semi-Furnished,1200,44000,3
1,0,0,Unfurnished,1210,45000,3
0,1,0,Semi-Furnished,1210,60000,3
0,1,0,Semi-Furnished,1210,50000,3
1,0,0,Unfurnished,1220,65000,3
0,0,1,Furnished,1248,40000,2
0,0,1,Furnished,1250,45000,2
0,0,1,Furnished,1250,45000,2
0,0,1,Furnished,1250,45000,3
1,0,0,Unfurnished,1250,45000,2
0,0,1,Furnished,1250,42000,3
0,1,0,Semi-Furnished,1250,53000,3
0,0,1,Furnished,1250,36000,2
1,0,0,Unfurnished,1250,55000,3
0,1,0,Semi-Furnished,1250,40000,2
0,1,0,Semi-Furnished,1250,40000,3
0,1,0,Semi-Furnished,1250,40000,3
0,1,0,Semi-Furnished,1250,40000,3
1,0,0,Unfurnished,1250,38000,3
0,0,1,Furnished,1250,60000,3
0,1,0,Semi-Furnished,1250,60000,3
1,0,0,Unfurnished,1255,45000,3
0,1,0,Semi-Furnished,1255,55000,3
1,0,0,Unfurnished,1260,45000,3
0,0,1,Furnished,1274,40000,2
0,1,0,Semi-Furnished,1280,50000,2
0,0,1,Furnished,1291,55000,3
1,0,0,Unfurnished,1300,30000,3
0,0,1,Furnished,1300,45000,2
1,0,0,Unfurnished,1300,45000,3
1,0,0,Unfurnished,1300,45000,3
1,0,0,Unfurnished,1300,45000,3
0,1,0,Semi-Furnished,1300,42000,3
0,1,0,Semi-Furnished,1300,53000,3
0,1,0,Semi-Furnished,1300,55000,3
0,1,0,Semi-Furnished,1300,55000,3
1,0,0,Unfurnished,1300,55000,3
0,1,0,Semi-Furnished,1300,40000,3
0,1,0,Semi-Furnished,1300,40000,3
1,0,0,Unfurnished,1300,40000,3
0,1,0,Semi-Furnished,1300,38000,3
0,1,0,Semi-Furnished,1300,38000,3
0,1,0,Semi-Furnished,1300,50000,3
0,1,0,Semi-Furnished,1300,50000,3
0,1,0,Semi-Furnished,1300,50000,3
0,1,0,Semi-Furnished,1300,48000,3
1,0,0,Unfurnished,1300,46000,2
1,0,0,Unfurnished,1300,44000,3
1,0,0,Unfurnished,1305,55000,3
0,0,1,Furnished,1317,60000,3
1,0,0,Unfurnished,1317,65000,3
1,0,0,Unfurnished,1320,43000,3
0,1,0,Semi-Furnished,1320,50500,3
1,0,0,Unfurnished,1325,40000,3
0,1,0,Semi-Furnished,1328,37000,3
1,0,0,Unfurnished,1340,43000,3
1,0,0,Unfurnished,1350,45000,3
1,0,0,Unfurnished,1350,45000,3
0,1,0,Semi-Furnished,1350,55000,3
0,1,0,Semi-Furnished,1350,55000,3
1,0,0,Unfurnished,1350,40000,3
0,1,0,Semi-Furnished,1350,57000,3
0,0,1,Furnished,1350,50000,3
0,1,0,Semi-Furnished,1350,50000,3
0,1,0,Semi-Furnished,1350,48000,3
0,1,0,Semi-Furnished,1350,48000,3
0,1,0,Semi-Furnished,1361,45000,2
0,1,0,Semi-Furnished,1375,50000,3
0,0,1,Furnished,1380,35000,2
1,0,0,Unfurnished,1380,50000,3
1,0,0,Unfurnished,1400,45000,3
0,1,0,Semi-Furnished,1400,45000,3
0,1,0,Semi-Furnished,1400,45000,3
0,1,0,Semi-Furnished,1400,53000,3
0,0,1,Furnished,1400,55000,2
0,1,0,Semi-Furnished,1400,55000,3
0,1,0,Semi-Furnished,1400,55000,3
1,0,0,Unfurnished,1400,41000,3
1,0,0,Unfurnished,1400,38000,3
0,0,1,Furnished,1400,38000,3
0,0,1,Furnished,1400,60000,3
0,0,1,Furnished,1400,60000,3
1,0,0,Unfurnished,1400,50000,3
0,1,0,Semi-Furnished,1400,50000,3
1,0,0,Unfurnished,1400,50000,3
0,1,0,Semi-Furnished,1400,50000,3
0,1,0,Semi-Furnished,1400,48000,3
0,1,0,Semi-Furnished,1400,48000,3
0,1,0,Semi-Furnished,1400,65000,3
0,0,1,Furnished,1400,65000,3
0,0,1,Furnished,1400,67000,3
0,0,1,Furnished,1410,55000,3
1,0,0,Unfurnished,1425,60000,4
1,0,0,Unfurnished,1440,40000,3
1,0,0,Unfurnished,1450,45000,3
0,1,0,Semi-Furnished,1450,55000,3
1,0,0,Unfurnished,1450,55000,3
0,1,0,Semi-Furnished,1450,50000,3
0,0,1,Furnished,1450,80000,3
0,0,1,Furnished,1450,65000,3
0,1,0,Semi-Furnished,1450,51000,3
0,1,0,Semi-Furnished,1450,51000,3
1,0,0,Unfurnished,1455,55000,3
1,0,0,Unfurnished,1456,53000,3
0,0,1,Furnished,1458,60000,3
0,0,1,Furnished,1460,70000,3
1,0,0,Unfurnished,1483,75000,3
1,0,0,Unfurnished,1500,33000,3
0,0,1,Furnished,1500,55000,2
0,1,0,Semi-Furnished,1500,55000,3
0,1,0,Semi-Furnished,1500,55000,3
0,1,0,Semi-Furnished,1500,55000,3
0,0,1,Furnished,1500,40000,3
1,0,0,Unfurnished,1500,60000,3
1,0,0,Unfurnished,1500,60000,3
0,0,1,Furnished,1500,43000,3
0,1,0,Semi-Furnished,1520,60000,3
0,1,0,Semi-Furnished,1550,55000,3
1,0,0,Unfurnished,1550,55000,3
0,1,0,Semi-Furnished,1550,50000,3
1,0,0,Unfurnished,1560,34000,2
1,0,0,Unfurnished,1600,34000,2
0,0,1,Furnished,1600,60000,3
1,0,0,Unfurnished,1600,90000,3
0,1,0,Semi-Furnished,1650,85000,3
0,0,1,Furnished,1650,65000,3
0,1,0,Semi-Furnished,1661,75000,3
0,1,0,Semi-Furnished,1661,75000,3
1,0,0,Unfurnished,1661,75000,3
1,0,0,Unfurnished,1661,70000,3
1,0,0,Unfurnished,1661,80000,3
1,0,0,Unfurnished,1661,80000,3
1,0,0,Unfurnished,1661,85000,3
0,1,0,Semi-Furnished,1661,90000,3
1,0,0,Unfurnished,1661,95000,3
1,0,0,Unfurnished,1700,75000,3
1,0,0,Unfurnished,1700,53000,3
0,1,0,Semi-Furnished,1700,55000,3
0,0,1,Furnished,1700,60000,3
0,0,1,Furnished,1700,60000,3
0,1,0,Semi-Furnished,1700,60000,4
0,1,0,Semi-Furnished,1700,50000,3
1,0,0,Unfurnished,1700,80000,3
1,0,0,Unfurnished,1700,80000,3
0,1,0,Semi-Furnished,1700,80000,3
1,0,0,Unfurnished,1743,48000,3
0,1,0,Semi-Furnished,1750,75000,3
0,1,0,Semi-Furnished,1750,55000,3
0,1,0,Semi-Furnished,1750,55000,3
1,0,0,Unfurnished,1750,50000,3
1,0,0,Unfurnished,1750,50000,3
0,1,0,Semi-Furnished,1750,50000,3
0,1,0,Semi-Furnished,1750,50000,3
0,0,1,Furnished,1750,65000,3
0,1,0,Semi-Furnished,1780,75000,3
0,1,0,Semi-Furnished,1800,75000,3
1,0,0,Unfurnished,1800,70000,3
0,0,1,Furnished,1800,70000,3
0,1,0,Semi-Furnished,1800,57000,4
0,1,0,Semi-Furnished,1800,80000,3
1,0,0,Unfurnished,1800,80000,3
0,1,0,Semi-Furnished,1840,65000,3
1,0,0,Unfurnished,1850,50000,3
1,0,0,Unfurnished,1850,50000,3
0,0,1,Furnished,1855,60000,3
1,0,0,Unfurnished,1855,50000,3
1,0,0,Unfurnished,1880,50000,3
0,1,0,Semi-Furnished,1900,60000,3
0,0,1,Furnished,1900,80000,3
0,1,0,Semi-Furnished,1900,65000,3
0,0,1,Furnished,1900,65000,3
0,0,1,Furnished,1900,90000,3
0,0,1,Furnished,1900,91000,3
0,1,0,Semi-Furnished,1950,46000,3
1,0,0,Unfurnished,2000,55000,3
0,1,0,Semi-Furnished,2000,70000,4
1,0,0,Unfurnished,2000,70000,3
0,1,0,Semi-Furnished,2000,60000,3
0,0,1,Furnished,2000,48000,4
0,0,1,Furnished,2000,65000,3
0,0,1,Furnished,2000,91000,3
1,0,0,Unfurnished,2020,70000,3
1,0,0,Unfurnished,2050,60000,3
0,0,1,Furnished,2050,80000,3
0,0,1,Furnished,2050,80000,3
0,1,0,Semi-Furnished,2100,75000,4
0,1,0,Semi-Furnished,2100,75000,4
0,1,0,Semi-Furnished,2100,55000,3
0,0,1,Furnished,2100,70000,3
0,1,0,Semi-Furnished,2100,57000,3
0,1,0,Semi-Furnished,2100,60000,3
0,1,0,Semi-Furnished,2100,90000,3
0,1,0,Semi-Furnished,2106,85000,3
0,0,1,Furnished,2150,55000,3
1,0,0,Unfurnished,2150,90000,3
0,1,0,Semi-Furnished,2200,75000,3
1,0,0,Unfurnished,2200,75000,3
0,1,0,Semi-Furnished,2200,75000,3
0,1,0,Semi-Furnished,2200,55000,3
0,1,0,Semi-Furnished,2200,70000,3
0,1,0,Semi-Furnished,2200,70000,3
0,1,0,Semi-Furnished,2200,70000,4
1,0,0,Unfurnished,2200,70000,3
0,1,0,Semi-Furnished,2200,70000,3
0,1,0,Semi-Furnished,2200,72000,3
0,1,0,Semi-Furnished,2200,72000,3
1,0,0,Unfurnished,2200,50000,3
0,1,0,Semi-Furnished,2200,80000,3
0,0,1,Furnished,2200,80000,4
0,1,0,Semi-Furnished,2200,80000,3
0,1,0,Semi-Furnished,2200,80000,3
1,0,0,Unfurnished,2200,80000,3
0,1,0,Semi-Furnished,2200,80000,3
0,1,0,Semi-Furnished,2200,80000,3
1,0,0,Unfurnished,2200,80000,3
0,1,0,Semi-Furnished,2200,80000,3
0,1,0,Semi-Furnished,2200,85000,3
0,1,0,Semi-Furnished,2200,85000,3
0,0,1,Furnished,2200,85000,3
1,0,0,Unfurnished,2200,85000,3
1,0,0,Unfurnished,2200,85000,3
0,1,0,Semi-Furnished,2200,90000,3
0,0,1,Furnished,2200,95000,3
1,0,0,Unfurnished,2200,95000,3
0,0,1,Furnished,2300,65000,3
1,0,0,Unfurnished,2300,90000,3
1,0,0,Unfurnished,2300,90000,4
1,0,0,Unfurnished,2300,90000,4
0,1,0,Semi-Furnished,2350,80000,4
1,0,0,Unfurnished,2350,90000,3
0,0,1,Furnished,2400,72000,3
1,0,0,Unfurnished,2400,60000,3
1,0,0,Unfurnished,2400,60000,3
1,0,0,Unfurnished,2500,65000,3
1,0,0,Unfurnished,2500,95000,4
0,1,0,Semi-Furnished,2510,70000,4
1,0,0,Unfurnished,2600,70000,4
0,0,1,Furnished,2600,87000,3
0,1,0,Semi-Furnished,2650,70000,3
0,1,0,Semi-Furnished,2650,90000,4
1,0,0,Unfurnished,2877,67000,4
0,1,0,Semi-Furnished,2900,70000,3
0,0,1,Furnished,3000,60000,3
0,0,1,Furnished,3000,80000,4
0,0,1,Furnished,3500,90000,4
0,1,0,Semi-Furnished,3800,80000,4
1,0,0,Unfurnished,3900,75000,4
0,1,0,Semi-Furnished,4355,80000,4
0,1,0,Semi-Furnished,4500,90000,4
0,0,1,Furnished,1000,52000,2
0,1,0,Semi-Furnished,1000,22110,2
0,0,1,Furnished,1000,45100,2
0,0,1,Furnished,1050,47000,2
0,1,0,Semi-Furnished,1050,37500,2
1,0,0,Unfurnished,1050,30700,2
0,0,1,Furnished,1060,49000,2
0,1,0,Semi-Furnished,1100,47000,3
0,1,0,Semi-Furnished,1100,47000,2
0,1,0,Semi-Furnished,1100,27900,3
0,1,0,Semi-Furnished,1150,47000,3
0,1,0,Semi-Furnished,1200,47000,3
0,1,0,Semi-Furnished,1200,23300,2
0,1,0,Semi-Furnished,1200,52000,3
0,1,0,Semi-Furnished,1200,38500,3
0,0,1,Furnished,1250,29400,2
0,1,0,Semi-Furnished,1300,47000,3
0,0,1,Furnished,1300,58000,3
0,0,1,Furnished,1320,49500,3
0,1,0,Semi-Furnished,1350,47000,3
0,1,0,Semi-Furnished,1390,42300,3
1,0,0,Unfurnished,1400,59000,3
0,1,0,Semi-Furnished,1400,52000,3
0,1,0,Semi-Furnished,1400,54000,3
0,1,0,Semi-Furnished,1450,52000,3
0,1,0,Semi-Furnished,1500,62000,3
0,0,1,Furnished,1560,62000,3
1,0,0,Unfurnished,1600,62000,3
0,1,0,Semi-Furnished,1600,62000,3
0,1,0,Semi-Furnished,1600,68000,3
0,1,0,Semi-Furnished,1600,52000,3
1,0,0,Unfurnished,1600,58000,3
0,1,0,Semi-Furnished,1600,44200,3
0,0,1,Furnished,1690,92000,4
1,0,0,Unfurnished,1701,77000,3
0,1,0,Semi-Furnished,1750,74000,3
0,1,0,Semi-Furnished,1800,62000,3
0,0,1,Furnished,1800,63000,3
0,1,0,Semi-Furnished,1855,58000,3
0,1,0,Semi-Furnished,1860,58000,3
0,0,1,Furnished,1900,58000,3
0,0,1,Furnished,1900,78000,3
0,1,0,Semi-Furnished,2000,62000,3
0,1,0,Semi-Furnished,2000,73500,3
0,1,0,Semi-Furnished,2200,82000,3
0,1,0,Semi-Furnished,2200,76000,3
1,0,0,Unfurnished,2300,86000,4
1,0,0,Unfurnished,2350,58000,3
1,0,0,Unfurnished,250,5500,1
0,0,1,Furnished,2500,79000,3
0,1,0,Semi-Furnished,2584,67500,4
0,0,1,Furnished,2850,69000,3
1,0,0,Unfurnished,300,15500,1
0,1,0,Semi-Furnished,3000,73000,3
1,0,0,Unfurnished,3000,73000,4
0,0,1,Furnished,3000,68000,3
0,1,0,Semi-Furnished,355,18800,1
0,0,1,Furnished,3800,69000,3
1,0,0,Unfurnished,400,6500,1
1,0,0,Unfurnished,420,14500,1
1,0,0,Unfurnished,450,13000,1
0,1,0,Semi-Furnished,450,18200,1
1,0,0,Unfurnished,460,15500,1
0,1,0,Semi-Furnished,463,21500,1
1,0,0,Unfurnished,500,14500,1
1,0,0,Unfurnished,500,11800,1
0,1,0,Semi-Furnished,550,18800,1
0,1,0,Semi-Furnished,550,12200,1
1,0,0,Unfurnished,550,12200,1
0,0,1,Furnished,580,14100,1
1,0,0,Unfurnished,600,13800,1
1,0,0,Unfurnished,600,9500,1
1,0,0,Unfurnished,650,26500,1
1,0,0,Unfurnished,650,11000,2
0,0,1,Furnished,650,9100,1
1,0,0,Unfurnished,670,11000,1
0,1,0,Semi-Furnished,700,59000,3
1,0,0,Unfurnished,700,13300,1
0,0,1,Furnished,700,24300,2
0,0,1,Furnished,750,18200,1
1,0,0,Unfurnished,780,39000,2
1,0,0,Unfurnished,800,9100,1
0,0,1,Furnished,825,47000,2
0,0,1,Furnished,850,36500,2
0,1,0,Semi-Furnished,850,39000,2
1,0,0,Unfurnished,850,34500,2
0,1,0,Semi-Furnished,875,31900,2
1,0,0,Unfurnished,950,32600,2
