Unfurnished,Semi-Furnished,Furnished,Furnishing,Area_sqft,Rent,BHK
1,0,0,Unfurnished,1500,46000,3
1,0,0,Unfurnished,1000,30000,2
0,0,1,Furnished,1050,40000,2
1,0,0,Unfurnished,1000,40000,2
0,0,1,Furnished,1616,55000,3
0,1,0,Semi-Furnished,1300,45000,3
0,1,0,Semi-Furnished,1300,42000,3
1,0,0,Unfurnished,1000,40000,2
0,0,1,Furnished,1050,42000,2
0,1,0,Semi-Furnished,1305,50000,3
1,0,0,Unfurnished,1000,37200,2
1,0,0,Unfurnished,1000,35000,2
0,0,1,Furnished,1050,40000,2
1,0,0,Unfurnished,615,12000,1
0,1,0,Semi-Furnished,1350,37000,2
0,0,1,Furnished,1050,45000,2
0,0,1,Furnished,1055,48000,2
1,0,0,Unfurnished,1000,30000,2
1,0,0,Unfurnished,625,20000,1
0,1,0,Semi-Furnished,1350,60000,3
1,0,0,Unfurnished,1000,30000,2
0,0,1,Furnished,1650,70000,3
1,0,0,Unfurnished,1500,40000,3
1,0,0,Unfurnished,1600,40000,3
0,1,0,Semi-Furnished,1400,55000,3
1,0,0,Unfurnished,1000,17000,2
0,1,0,Semi-Furnished,1420,53000,4
0,1,0,Semi-Furnished,1450,50000,3
0,0,1,Furnished,1055,25000,2
1,0,0,Unfurnished,650,21000,1
0,0,1,Furnished,1056,39000,2
1,0,0,Unfurnished,1000,22000,2
0,1,0,Semi-Furnished,1450,65000,4
0,1,0,Semi-Furnished,1450,58000,4
1,0,0,Unfurnished,3050,72000,4
1,0,0,Unfurnished,1010,31000,2
1,0,0,Unfurnished,1050,23300,2
1,0,0,Unfurnished,1050,30000,2
0,1,0,Semi-Furnished,1480,43000,3
1,0,0,Unfurnished,650,16000,1
1,0,0,Unfurnished,650,17000,1
1,0,0,Unfurnished,650,23000,1
1,0,0,Unfurnished,1050,30000,2
1,0,0,Unfurnished,650,25500,1
0,1,0,Semi-Furnished,1500,65000,4
1,0,0,Unfurnished,1050,35000,2
1,0,0,Unfurnished,1050,32000,2
0,0,1,Furnished,1060,36000,2
0,1,0,Semi-Furnished,1504,45000,3
1,0,0,Unfurnished,1050,35000,2
0,0,1,Furnished,1080,35000,2
1,0,0,Unfurnished,1050,39000,2
1,0,0,Unfurnished,650,12000,1
0,0,1,Furnished,1093,45000,2
1,0,0,Unfurnished,1050,28000,2
0,0,1,Furnished,1100,40000,2
1,0,0,Unfurnished,1050,35000,2
1,0,0,Unfurnished,1050,38000,2
1,0,0,Unfurnished,1050,36000,2
0,0,1,Furnished,1100,38000,2
1,0,0,Unfurnished,1070,40000,2
0,1,0,Semi-Furnished,1550,60000,3
0,1,0,Semi-Furnished,1550,60000,3
0,1,0,Semi-Furnished,1550,55000,3
1,0,0,Unfurnished,1085,28000,2
0,0,1,Furnished,750,18600,1
1,0,0,Unfurnished,662,12000,1
0,1,0,Semi-Furnished,1578,50000,3
1,0,0,Unfurnished,662,12000,1
1,0,0,Unfurnished,1100,32000,2
1,0,0,Unfurnished,1100,38000,2
0,0,1,Furnished,1150,38000,2
0,1,0,Semi-Furnished,1600,45000,3
0,0,1,Furnished,1700,75000,3
1,0,0,Unfurnished,1900,45000,3
0,0,1,Furnished,1150,45000,2
1,0,0,Unfurnished,1100,28000,2
0,0,1,Furnished,1700,75000,3
1,0,0,Unfurnished,1940,60000,3
1,0,0,Unfurnished,1100,31000,2
0,0,1,Furnished,1150,40000,2
1,0,0,Unfurnished,1100,42000,2
0,0,1,Furnished,1150,44000,2
1,0,0,Unfurnished,2000,55000,3
0,0,1,Furnished,750,18000,1
0,0,1,Furnished,756,26000,1
0,1,0,Semi-Furnished,1800,55000,3
1,0,0,Unfurnished,675,12000,1
0,0,1,Furnished,1200,40000,2
0,1,0,Semi-Furnished,1800,70000,4
1,0,0,Unfurnished,1100,21000,2
0,0,1,Furnished,1200,35000,2
1,0,0,Unfurnished,1110,38000,2
1,0,0,Unfurnished,1150,35000,2
1,0,0,Unfurnished,1150,38000,2
0,0,1,Furnished,4800,91000,4
0,0,1,Furnished,1850,75000,3
1,0,0,Unfurnished,745,22000,1
1,0,0,Unfurnished,1175,45000,2
0,0,1,Furnished,2000,37000,2
0,1,0,Semi-Furnished,1800,50000,3
1,0,0,Unfurnished,1200,31000,2
0,1,0,Semi-Furnished,1850,76000,4
1,0,0,Unfurnished,1208,41000,2
1,0,0,Unfurnished,1208,31000,2
1,0,0,Unfurnished,1210,41400,2
0,0,1,Furnished,8500,35000,2
1,0,0,Unfurnished,1250,40000,2
1,0,0,Unfurnished,850,22000,1
0,0,1,Furnished,11000,37000,2
1,0,0,Unfurnished,1250,30000,2
1,0,0,Unfurnished,850,22000,1
0,1,0,Semi-Furnished,1850,55000,3
1,0,0,Unfurnished,1300,44000,2
1,0,0,Unfurnished,1500,31000,2
0,1,0,Semi-Furnished,2000,51000,3
0,1,0,Semi-Furnished,2100,65000,4
0,1,0,Semi-Furnished,2200,60000,3
0,1,0,Semi-Furnished,3200,80000,4
