Unfurnished,Semi-Furnished,Furnished,Furnishing,Area_sqft,Rent,BHK
1,0,0,Unfurnished,1160,28000.00,3
1,0,0,Unfurnished,980,32200.00,2
1,0,0,Unfurnished,1225,30000.00,3
0,0,1,Furnished,650,9000.00,1
0,1,0,Semi-Furnished,700,25000.00,2
0,1,0,Semi-Furnished,680,24000.00,2
0,1,0,Semi-Furnished,800,26000.00,2
0,0,1,Furnished,750,12000.00,1
0,0,1,Furnished,960,28000.00,2
1,0,0,Unfurnished,500,26000.00,1
0,0,1,Furnished,850,27000.00,2
0,0,1,Furnished,550,16000.00,1
1,0,0,Unfurnished,759,10000.00,3
0,1,0,Semi-Furnished,1350,30000.00,3
0,0,1,Furnished,750,30000.00,2
0,1,0,Semi-Furnished,750,24999.00,2
1,0,0,Unfurnished,630,20000.00,2
0,0,1,Furnished,710,21000.00,2
1,0,0,Unfurnished,502,24000.00,1
1,0,0,Unfurnished,800,26000.00,2
0,1,0,Semi-Furnished,850,23500.00,2
1,0,0,Unfurnished,440,20000.00,1
0,0,1,Furnished,659,30000.00,2
0,1,0,Semi-Furnished,1300,30000.00,3
1,0,0,Unfurnished,630,22000.00,2
0,1,0,Semi-Furnished,865,21000.00,2
0,0,1,Furnished,660,10000.00,1
1,0,0,Unfurnished,850,35000.00,2
0,0,1,Furnished,650,9100.00,1
0,0,1,Furnished,550,25000.00,2
1,0,0,Unfurnished,900,30000.00,2
1,0,0,Unfurnished,850,22000.00,2
1,0,0,Unfurnished,700,23000.00,2
